这是一个招聘片，这部游戏还有很长的路，请大家耐心等待或是尽己所能
后面再来一个嘿，神话唐僧。
刮痧
看了86遍
每天一遍
你管这叫大狗?
我的显卡不配拥有这款游戏
镇    站    之    宝
毛多弱火
毛脸雷公嘴
现在用的是虚幻4，最终肯定是用虚幻5引擎的，肯定会比现在这个好的
做红楼梦的话岂不是养成游戏
杨奇提过这是法天象地，还在瞎猜
居合/狗头
过去现在未来三只孙悟空
这立体音效，爱了爱了。
太帅了
人物像紫猫，技能像火猫
土地公公，你看我像一发十连迪卢克就满命的欧皇吗
希望会有很多好的中国元素，有辨识度的。
感觉六老师要生气了
必买必买
必买必买
25岁年轻程序员
这个跳没必要一个跳这么高，不合理
显卡：真·燃起来了
炎上
火牛吗？
仙峰寺一样的背景音乐
有开放世界的悟空就更好玩咯
他越跑不是应该烧的越旺
刚吃完饭再嗦螺两口
这毛都擀毡了
糟老头子坏得很
啥都往耳朵里赛啊
金蝉子
草草草这bgm一出来我鸡皮疙瘩都起来了
卧槽卧槽卧槽齐天大圣！！！
斗战神
暗黑四瞬间不香了
这个bgm是唢呐吗，啊啊啊啊啊啊啊啊啊爱
踱步非常帅，而且增加了技能前后摇，使强度不会超标
你们的关注点好奇怪啊哈哈哈哈
早点发布
你什么都日式，日式建筑学了谁没一点b数吗
铁块
我又来了
还有一件事！
云宫迅音，老西游op
那个不是雷震子？
全体起立
浑身鸡皮疙瘩
不给存档的吗？
肾虚公子
火之神神乐
直接玩boss了
高玩
这跑步好像一顿一顿的感觉
打僵直
red
卧槽
这应该是真的悟空
你看我像不像要想啥成啥的人
直接鸡皮疙瘩就起来了
全体起立
好！
快快快
快快快
我流着泪反复来看
币比赞多
必须受苦
。
土地公公，你看我像今年开发出好玩软件得人吗
不错啊
钝器怎么出伤口
好嘞，我逃了
内味
这已经物理魔法双超度了吧
打到三下就残了
天兵天将来花果山？
是金刚不坏什么弹反
代入感很强，我的显卡已经在冒烟了
这不是八戒的技能吗
这疙瘩头看的我一身鸡皮
果然是个身法猴
这个脑袋顶看得人强迫症要犯了
全体起立！
太牛逼了
看到土地的头，我有强迫症怎么办
卧槽 太像大圣了
嘤——是我的电脑不配
大鹏是你吗
熟练的让人心疼
毛多弱火
我说我自己
国产最强
不比某讯强多了
她为什么要说又
吃俺老孙一棒
这画面。。。也太赞了吧。
这个角色的前摇太长了，还得靠技能位移
青回！
注意这里掉帧了，掉帧意味着什么懂的都懂，很欣慰啊！
这个画面 6
真的有大师气派
冲啊
500以内必买
这个翅膀没有残影，草草草
牛逼
刚刚那招跟轰龙好像啊，有轰车吗？
这是18岁的程序员
哈哈哈哈哈哈哈哈哈哈
我喜欢这四大天王的压迫感
大圣!!!
我靠这伤害
哇好赞٩(๑^o^๑)۶
土地公可否给我一张脱非入欧的船票
只识花果齐天圣，不识灵山斗战佛!!!
大圣牛逼
真的棒
如意金箍棒！！！！
全体起立
这只是他们的及格线
BGM满分
做的真的好
别讲大道理了，我就想知道花多少钱才配玩这么高档的游戏。
发芽的土豆成了精
得充多少钱才配玩？
中国好的游戏不少了，只是百分之百倒在代理运营下。
说吧，多少钱才玩得起？
几百块钱也买
我他妈买爆
再看一遍
把狼教头后腿反关节也做出来了，直接可以
挖人必死！
音乐一响，鸡皮疙瘩
大圣啊！！！
200多也太低了，看着这流程不短，对比其他3A大作，最少要500左右
一个是如意金箍棒，一个是随心铁杆兵
狼崽子才是聪明人
精力有点太多了
没人想到卷轴吗
我觉得可以在增强一下打击感
这特么是魂味，还原神味
海灯节时代前来考古
美盾质感
美盾
原神内味
原神内味
泪目！！！
像不像古达 新手劝退那种
廉颇！！！
土地你看我像不像大富大贵之人
徒弟你看我像不像大富大贵子
这天宫，我坐不得？
呔，这猴子，吃我太原火焰刀！
我佛慈悲，物理超度
牛壁死我啦，疯狂了啊
武魂真身
猿神
这才叫极品，真的无以伦比
疯狂了啊！
铜头铁臂
牛逼牛逼，吹爆
啥时候出啥时候出，等不急了
背景是巨灵神
你看我像美女吗？？？
大圣
大圣，快吃口血吧。要死了
前面要一致的，这不是宣传片，是实机演示！
卧槽
您老是土豆吧
鸡皮疙瘩起来了
北风狼既视感
六耳猕猴
说没叫“大圣”的那个，这个确实不是孙悟空
卧槽
nb
这货的粒子效果，是我电脑带不动的游戏
哇，妖精真是按原著还原的大小啊
电中猎
注意，这里的是变了狼，然后技能像那头佛法兄弟
注意，这个狼是打完那个佛法加上的
廉颇大招。
 Shut up and take my money.
你看我像不像欧皇
啊，是刚刚捡的那把武器的属性！形态也变了！
前面的！他听到了！
啊，又是一个细节，这里指的像应该是像“悟空”，像，却又不是他
划重点，“又”字
怂狗
女妖精女妖精我们需要女妖精……
显卡带不动啊。
哭了
随心铁丹兵
3080应该可以
不知道这是谁的是跳着看的？
不知道这是谁的是跳着看的
这画质美炸了！
买爆买爆！！！！！！！
熊大的配音演员？
2077
走了走了，人都被挖光了，胎死腹中了。
你看我像不像欧皇
你看我行不行o
动作指导：木叶丸
震撼我妈一整年
《早期版本》
慢慢做，真的不着急
来啦！
这个武器也是如意的？？？？？想塞就塞
为什么要说“又”呢？
多少钱都买
如果不动会怎么样
爽上
没叫大圣？
老子来合影留念啊啊
嘟嘟
游戏价格根本不是问题，电脑价格才是最大的问题
好，，好丝滑！
如 意 金 箍 棒
不去做电影做蛇魔游戏
我买的3080ti 24独显，就在等这游戏
内长大火应该是黑熊怪窃袈裟
。
。
300万
天王压迫感真的做的不输战神了
五百以内秒入，五百以外咬咬牙再入
主角不会说话可太真实了
实机无误了
难道因为我是高刷？
有的其实
日常刮痧
3282万了
几百都买
制作小哥：你是我制造出来的，你有什么技能老子全知道！！！
十万天兵难阻挡，三千侯府拜称臣
手游估计5个G以上
ps5一定要出
测试员差点挂了
这BGM神了
太尼玛。。。给个面子，999卖我
这才第一章啊，这么难打。。。。
给你 当自己什么东西
3001
这游戏出了1万也买
帅
你不是会飞吗？
师傅别念了！！！
大圣
黑熊偷袈裟的那个寺庙被火烧了
我有一个孙悟空的梦
昆恩
土地公公，你看我像彭于晏吗？
小 心 兽 人 控
一天不死八十一次就算太简单了
这里可以莽过去，怪随便杀你
穿模是好事啊
直接买
299交个朋友
土地公公，您看我像不像特有前途的那种人
这不比山海经做的好?
等了一年多是怎么做到的，这才发了刚几个月啊
3080无所畏惧
靠什么预判技能...
养活新页游的画面来了
岩盔王上身
没人？
怎么可能自由世界
才认识你们
法相真身
发相真身
再来一遍
土地公公你看我像不像帅哥
没听过
齐！天！大！圣！孙！悟！空！
灵虚子，黑熊精的老朋友，在观音菩萨面前被孙悟空打死。（观音因此责怪悟空）
哈哈 这个能暗杀吗
像谁呢？一只小猴子，它能像谁呢？
像。像谁呢？天上地下的猴子，让土地公念念不忘，还出了大名的，不就齐天大圣一个吗？
这打击感太爽了
+-----
握草
这个延迟可能以后要受苦
土地爷爷你看我像不像黑贞德老公？
怕火是因为当年观音禅院，被火烧了吧
大尾巴不错，手感一定很好
评论别乱报家，这游戏要真那么贵还能活下去了吗，早凉了
这游戏，180欧元都值了
你下来啊
大狗
多闻无边，广目无双，增长无量，持国无敌
哼（不屑）
猴砸
公公，你看我像太监吗
那场大火不会是因为烟头吧？
六个贼的
便秘的你↓
出必买
大圣啊啊！！！就算我不会玩我手残我也要买！
大圣！
猴哥！猴哥啊！
廉颇开大了
报告兵长！发现一只五米级，奇行种！
这是处决动画？
确认过眼神，是我的显卡带不动的游戏
操作起来应该很难吧
四大天王
这不是白骨精吧？
路痴不迷路
弄个小地图才好呢
翅膀暂停细节好评
前面的，三蹦子可比不起这个啊
泪目
il
刷别的游戏的家里人还好吗
哇
我又回来看一看。钱包已经准备好了。加油。
PS4是没戏了，这个场面肯定掉成PPT
72 变么？
草
改编不是乱编
正片开始！
又？！
爷要烧显卡啦
乘云上九霄！
墙壁上是青丝白象和大鹏
有时候，Boss太大了也不好看
再来亿遍
一亿遍
这大块头道号还挺清秀
无双变身（无端联想）
卧槽卧槽卧槽
《早    期    版    本》
负责人：《勉强到及格线》
四大天王这种压迫力比无名和巨人王尤姆还吊
你特么管这个叫大狗！？？
泪目
再来一遍
为什么不能反复投币？
"“”“”“”“”“”“”“”“”“”“”“”“”‘""""""""""'"
大圣出来因为击杀特效没有做所以拿来凑一段
大圣这段是剪的
第一次看的时候太感动了
第一次看的时候真的哭了
哭了 啊啊啊啊啊啊
泪目
三千万播放 太离谱了
天问
北风狼
这个猴哥够帅
显卡烧焦了
399
衣服设计不合理
希望发行时我的3070还能尝个鲜
，有点你打你的他打他的的感觉
神庙大逃亡？
预祝大卖
我去
我去
3：00 这里有个细节，狼教头的武器是刮地面点燃的​
刚刚发现了一个细节，不知道有人知道没
恭迎大圣！！
boss居然还有对策，可以的
定价一百的你搁这买ps3二手游戏呢？
法天象地是大神通，与袖里乾坤，掌中佛国齐名的大神通，不是这种微末伎俩
土地爷敢叫小猴子就说明了这不是大圣，我估计，这应该是大圣的分身吧
这里掉帧了才是好事啊！！说明这个是真的游戏实际画面，而不是糊弄观众的动画！！！
请收下我的膝盖
土地公公，你看我像上北京邮电的人嘛
右下角是什么字
显卡要爆
03.
注意这个“又”字
只识花果美猴王，不认灵山斗战佛
说学逗唱四大天王
2060能带动吗
程序员知道游戏机制怎么走位
这虫子好像很好吃~~
再来亿遍
有生之年
我去
刀狼是佛家
我去-_-||
会绕后
法宝塞耳朵好
有三条路
镇站之宝
galgame红楼梦
bgm的琵琶声好酷
刷黑神话的第n遍，我确定了，这是我玩不过去的游戏
啊啊
我燃起来了
应该是空中失衡破绽值高 类似对空特功
克制
好好做吧，文化产业这块都快绝望了唉
帅
弹幕护体
细节
成佛的是六耳猕猴
加油 简直是太棒了
时隔半年，发个弹幕
哇
厉害
好棒
大闹显卡
参见大圣！
648以内，交个朋友
支持！
黑暗时代来临
只要在648以内，我就买了
国货之光
穿模可以理解，但穿模还给近景就
泪目
300交个朋友
土地公公，你看我像不像考研能考380的人？
你看我长不长得像吴彦祖
这声音爱了
眼泪就这么不争气的流了
地下的声音明显土地公
这个悟空我顶顶顶！必成经典形象！
这不是孙悟空哦，好像是花果山的猴子
没有锁定嘛
路上应该多弄些小怪
老小钻风了
体力槽消耗太慢
建议把左下角弄大一点
出来我得买来收藏
期待期待
六翅金蝉，唐僧的前世，如来大弟子
当年在网吧待了一个月玩斗战神
298交个朋友
棍扫一大片
感觉从人形变成怪型更震撼
这翅膀好真实
648
孙悟空
听过听过！！！
四大天王!
这压抑感，着震撼
牛逼
绝了
我觉得不是定身咒作用不大，应该是道行不够深，如果等级越高定身时间越久，个人猜测。
你看我像蒋昕汝未来老公吗？
流弊
还可以灭火
卧槽啊
一万以内必买
《又》
卧曹
再来亿遍
毛脸雷公嘴，是你，猴哥！
这老头的cv太神了
武器穿模到地里面去了
有人是谁  一直说
大片吧我的天，太流畅了
这才像四天王
为什么只能投两个币？
土地公看我像不像改过自信的人
土地公公，你看我像不像有钱人
游戏靠
甩手好评，哈哈
MD，弹幕给我整的热血沸腾的
大圣的话，土地可不敢这般叫唤。
为什么说又doge
是啊，谁能不知道斗战神佛的故事
我靠这配音啊啊啊啊
哇哦
不错不错
。
牛逼
猴子不都长得一个样吗。。。
这细节就是最终版也好啊
国之希望
1000元以下定价多少我认了！不管什么平台，游戏出了就买！！！
像谁？是指当年西行的悟空吗？所以说现在的悟空不是真的？
必买
掉帧了
.....
牛逼
有没有这个可能，六耳杀了银背猿猴夺取对方能力
有没有这个可能，六耳杀了银背猿猴夺取对方能力
喝哈
孙悟空不够帅呀
就这？对马岛不香吗？
对马岛之花果山分魂！
一物降一物
浩克行为
这画面 牛逼
这画面 宫崎味十足
好怕突然鬼畜
我爱狗狗嘻嘻嘻
挡住了，但是会陷入长时间僵直状态
无支祁是水妖，这可一点没看出水妖应有的能力
又？？？
大闹天宫。
四大天王。
现在的大圣不叫大圣应该叫斗战胜佛。
真假美猴王
这游戏感觉不错。
参加大圣
云宫迅音
大闹显卡
刚才右边有个小兵撞墙拐不回来了！！！！注意！
右边有个小兵撞墙拐不回来了！！！！注意！
右边有个小兵撞墙拐不回来了！！！！注意！
右边有个小兵撞墙拐不回来了！！！！注意！
真好看
水浒哪里是神话，那叫黑历史
参见大圣
天宫那里画质好像还么做好
这音乐一响，每次看都很感动
犹豫就会败北
四百左右可以接受
刷梗的六学家滚一边去
500以内，交个朋友
像DOTA2里的紫猫、
优化指导：星际公民
走动的时候注意脚
看剧情没明白吗？这个不是孙悟空啊，所以他手里的就不是金箍棒
期待和原神联动
卧槽浑身发麻
买它!
这唢呐，我不行了
太帅了
这场景破坏
我去，声音大小和距离有关
这个不是虚幻引擎做的吧？我记得是这个视频火了后epic说愿意提供虚幻引擎技术
这个不是虚幻引擎技术吧？我记得是视频出了后Epic
好想玩
爆炸！！！！！！！！！！！！
招架！
注意远处有四大天王在压阵
只有一句：卧槽！！才能形容我的心情了
只有一句：卧槽
简直就是帅炸了！！！
全体起立
燃起来了
参见大圣
2020-8-20 国单圣日
开了锁血，不慌
前方大型佛法交流现场，请各位保持安静
唢呐 真的杀疯了
你管这叫大狗？
现在锁血了
牛逼到家了，出必买
太厉害啦叭
哈哈哈哈
旁边还有条路
再来亿遍，中国游戏新星！
毛多若火
拜神拳法……
从你上西天
全体起立
fgnb
岩王爷？
你们这些人，像和是不一样，像基本等于不是
建议BGM这里用苏阳的官封弼马温    唢呐炸裂
鸡皮疙瘩！！！！
唢呐一出。没谁了！！！
配乐牛批啊！！！！
BGM太帅了
卧槽
无双
这个boss是不是累了？感觉没有开头那么冲了。
能养或者变成这个boss吗？
演示用的机器都掉帧 真实
必须冲
全体起立
太他妈燃了！
唢呐神了
2021新年再刷一遍
牛逼！！
猴哥！！
太秀了
60帧果然舒适
土地公公，你看我像不像大欧皇
你看我像不像帅哥
水猿大圣
无支祁
你说这是电影我都信
土地公公，你看我像吴彦祖吗？
这个大头怪制作组说能打
399交个朋友(๑°3°๑)
ohhhhhhhhhh
前方高能
土地公公，你看我像欧皇吗？
泪直接崩了出来
开挂了，开挂了，他开挂了
真正的翅膀，暂停就真的是翅膀
满血随便浪，残血秀操作
炊 事 班
佛法警告
这小兵甚至有战术
猴子的辈分很高的。
我曹。。。。。 
这配音就很担心王者荣耀的配音真是个腊鸡
这不会是六耳吧
我願意投資!! 請開放項目
1050已经哭晕在厕所
烈烈
草草草！掉帧了！
卧槽
！！！！
国货之光卧槽
卧槽厉害啊
开打前可以有一段独白或者心理活动会更好
速度有些慢，是开发故意设置的速度吗？
右下角换攻击类型了
【按住shift格挡】
把及格线按在地上摩擦
四刷走你！298交个朋友
前方核能
身外身法
像，真像，一看就是亲孙子
好厉害啊
学 术 交 流
不残血不会玩
别看演示这么简单，其实是调过数值的，而且制作组已经打过很多次了，才会显得这小BOSS很脆
斗战不息
金翅大鹏鸟
牛批
燃燃燃
这里的音乐太给力了！！！！
这里应该是成佛便被天庭限制了
我就问问，这游戏2000快值不值？
这里注意灵虚子的眼睛，细节
毛多弱火 讲究
配音我给我满分
2023年应该出5080了，勉强够用吧
我说快逃 不是快跑(  ･᷄ὢ･᷅)
前方高能！！！
定！
土地公公，你看我像不像是会出魈的人？
 ; n 
定！
太牛掰了 不行不行不行了 泪目
Ohhhhhhhhhhhhhhhhhhh
你挑着担我牵着马
话说你们不觉得这个树的影子像爱国者吗？
猴狠话不多
国产3a之前有边境，不久之后有黑神话。
出来画质折半
我国产游戏，你见没见过边境（太空游戏）
吹出根毫毛，化身猴千万
不算着火无伤过，小哥熟练让心疼
仔细看的话这把刀一只插在地上
现在的正面可以和后面的对上，一样的毛脸雷公嘴
不管玩不玩都买，支持国产
注意打完灵虚子出现的大圣身后也是有飘带的，说明这三个可能是一个猴子
如果这个时候吹毫毛会是个什么情况
前面说拍电影的等游戏出了你可以自己录制
国产游戏加油
加油
有一个问题在于连射的时候箭筒在哪？
有一个问题在于这个连射的时候箭筒在哪？
来了
泪目了
采访时说了，这里后来开锁血了，真实比这要难
再来亿遍
啥时候出
灵虚子？不是人形？
卧槽
画面道具可以拍电影了··
真的超级棒。。我会为你升级电脑。 再买第一个游戏
新年快乐    
大圣！！！
大圣！！！
帅啊
恭迎大圣
公营大圣
处决
额外的血条
话说没血瓶的吗
刚刚定身以后应该翻滚的
2021春节快乐
有英文字幕了
前方四大天王核能！！！！！
穷到没裤子
已经3000多万播放量了
不是最终品质。。
好爽
都看错了，大圣的眼睛是闭着的
唢呐杀疯了
你不说我以为是电影...
这就是西游记里面拔下来的游戏吧...
臥槽...
ohhhhhhhhhhh
当电影看了我
出必买！！！
竹鼠↓
太牛逼了
三十六雷将和王灵官
36雷将
身外身法都出来了，法天象地还远吗
身外身法
弹幕要笑死我
郑翔
还有一件事
前排再来一遍，一样腾讯不不要投钱。
金刚不坏防御力度较大的攻击时会有较大的硬直
再来亿遍
2021年除夕再看再泪目一次
能别在下面字幕去发弹幕好吗
这个跑步舒服，挺快的
是能做到不穿模，但是配置得翻倍
神TM大脑显卡哈哈哈哈
草草草草草草草草草草草卧槽
感觉多少都值了，个人工作室做这么好。
+
过年好
混元真大圣
2070能战否？
全体起立！
刚刚那个肯定是定生咒，啊啊啊啊啊，开心
土地公公你看我像不像富翁
我真想跟他学点佛法 这么没有选项
显卡的香气
持国 增长 广目 多闻
持国 增长 广目 多闻
持国 增长 广目 多闻
持国      增长      广目      多闻
代入感太强了
如     意     金     箍     棒
如     意     金     箍     棒
如            意             金             箍            棒
如     意     金     箍     棒
如         意         金         箍         棒
如        意        金        箍        棒
▄█▀█●给跪了
这招太有宗师气派了
大师气派
尤卡我爱你
交个朋友交个朋友兄弟
md燃起来了，我买爆
太帅了呜哇呜哇
斗战神！
土地公公你看我像不像欧皇？
这唢呐太对味了燃起来了
土地公公你看我像欧皇嘛
战争艺术赤潮已经被改的面目全非了
要来了要来了！
哇
臥槽
好漂亮啊
老爷爷，我像十连三金的人吗
取得真经的就是大圣，你们比吴承恩还懂？
！！！
500以下我都接受
“大圣此去何为？”“踏碎凌霄。”“若一去不回？”“便不去”
。
“大圣此去何为？”“踏碎凌霄。”“若一去不回？”“便一去不回”
“大圣此去何为？”“踏碎凌霄。”“若一去不回？”“便一去不回”
“大圣此去何为？”“踏碎凌霄。”“若一去不回？”“便一去不回”
为了游戏买显卡系列
看电影？
老爹
全体起立！
400交朋友
长得像灭霸
bgm太棒了，鸡皮眼泪
真他妈事物时则里急能没点
我家就是在灵山。。。
牛年大吉
土地公公你看我像不像桃花连连之人
都tm给我起立！！
这里细看是大圣不是小猴子，四大天王已经被大圣包围了
黑神话.宝玉
我DNA燃起来了
.
666
唢呐永远的神
鹿力大仙
看了新年预告片又回来了加个一
只nm只
太棒了
tga年度最佳。。先别定这么高目标，慢慢来一口吃不成胖子
唢呐直接把我送上天
芭芭拉冲鸭
没有原神好玩
卧槽，厉害，这个真的厉害
土地公公你看我像不像欧皇
"棒是九转镔铁炼,老君亲手炉中煅。禹王求得号神珍,四海八河为定验。"
出必买出必买
。
设置难度等级怎么样
不好意思我是唯物主义者（doge）
雷狼龙？
+3
感觉难度有点高啊
毛多弱火
买了买了，拿来收藏也要买
这个毛发的质量碉堡了啊
土地公公，你看我像大富大贵之人吗？
这个路口，向←还是向→？
灵寒子
300-400
小鹿被吓跑了hhh
怎么连个语音都没。好歹说两句狠话再打
这是什么游戏
u。
这人参吃了嘚多补啊
3000万播放量离谱
没有电脑玩不了我也要买呜呜呜
如来，你骗我！
这质量定价一百那个我反手就是给你一巴掌，玩过游戏吗？
大闹天宫
如意金箍棒！
吹毛成猴！
法天象地想都不用想，3万米高哪个地图容得下？
毛脸雷公嘴
送它去西天见如来
还是那个只知道跑的土地公
嘟嘟
毛脸雷公嘴的和尚
斗战胜佛！
